Date,7203.T,6954.T,7267.T,8058.T,6501.T,8306.T,8035.T,6971.T,9984.T,8316.T,8411.T,9433.T,8801.T,8604.T,8410.T,9432.T,6758.T,6752.T,6367.T,6902.T,8830.T,8001.T,6861.T,6503.T,8309.T,8308.T,8802.T,7270.T,6762.T,7751.T,6753.T,9735.T,6981.T,4502.T,6976.T,8750.T,5401.T,6326.T,8766.T,8630.T,9020.T,8113.T,4063.T,8725.T,4503.T,6301.T,6702.T,8795.T,1306.T
2019-12-24,-0.0032191605441576066,0.00440420846586731,-0.005405482823776175,-0.0034281587843956185,-0.0030250517143718403,-0.005042016806722671,-0.006688983487255218,-0.00013319126265320946,0.0036457216384302438,-0.004433497403645736,-0.004149377593360981,-0.005496183206106897,-0.0011023332473705238,-0.0030466168584789566,-0.008379888268156388,-0.008249625149199802,0.001893889821141137,0.009382716049382678,0.004186795491143425,-0.00613739853494355,-0.0025920165889061764,-0.005138339920948587,0.0007788161993769194,0.009612197547232304,-0.0034514496088356994,-0.004345076844564422,-0.0023573785950024018,-0.004911770056394427,0.0016379766440801635,-0.0006506180871828082,-0.0023781212841854638,0.003989361702127603,0.006460544531610601,-0.0041058394160583545,0.02515723270440251,-0.013963480128893702,-0.0023774145616641817,0.0031636468219728986,-0.008085362209516944,-0.012588720653147978,-0.0019265621912114561,0.007319056654919942,0.0020920502092049986,-0.0057867182988113886,-0.00878594249201281,-0.0007545746085644289,0.004400977995109967,-0.016759776536312887,0.0
2019-12-25,-0.008396848217286146,-0.0004872107186357777,-0.00511501166360806,-0.0012040113640028327,-0.0008669135279054663,-0.003040519920555318,-0.0033669828164456517,0.0011988810443586129,-0.007478632478632452,-0.0034636921617543504,-0.0035714285714285587,0.010439054344488774,-0.0038624240442363122,-0.006291569435199373,-0.005633802816901401,0.003074176961808117,0.0014853317004546174,-0.009784735812133127,-0.0003207184092366422,-0.007968127490039834,-0.0038981288981289053,0.002781088597536785,0.00440985732814525,-0.004924491135915976,-0.003925190487185426,-0.009559447187911796,0.0016540642722118193,-0.010968921389396757,0.008994326500115557,-0.0013020833333333703,-0.022646007151370662,0.0009169638308710315,0.004432254950424097,-0.004351809436555221,0.0076687116564417845,-0.002450980392156854,-0.015787905868334784,-0.005733944954128489,0.00032609132383942807,-0.0009272420190803432,-0.0005080000142868579,-0.013724434876211,0.00041753653444676075,0.0022173626417125725,0.002148804727370335,-0.001510288842741181,-0.0004868549172346581,-0.0042613636363636465,-0.003912800447177234
2019-12-26,0.006383565098894373,0.009017791859614821,0.009640102449623988,0.006371641613242662,-0.0030368631160181403,0.006099585753100101,0.011613154816227267,0.0058541777541245565,0.012055974165769534,0.003475731024058737,0.002389486260454099,-0.005165603160133703,-0.004062060852004334,0.009768495899614482,0.008498583569405138,0.0005408108641915543,0.001348253988865844,0.006422924901185789,0.005453962143086244,0.008232931726907644,0.0033915992695017216,0.00614104595879561,0.00025826446280996507,0.007258330583965744,0.007185906351413918,0.002727628569703322,0.0018872375560272658,0.00536044362292043,0.012155591271507893,0.003585397653194322,0.009146341463414531,0.003562703583061877,0.028758367769159188,-0.0020703933747412417,0.019786910197869156,0.0008190008190007703,-0.002421307506053294,0.003171856978085419,0.001629746067693727,0.0018562051896084952,0.0031510966711283395,0.007094133697135074,0.016277128547579345,0.004148229948458093,0.0029482712409540923,0.008130081300812941,0.004383828543594648,0.0028530670470756636,0.0056116722783390305
2019-12-27,0.0010355829035193498,0.00024154589371971902,-0.002227919095591946,-0.00017113656233957997,0.0030461137465020993,0.006567909218991641,-0.0033395746908265744,-0.0035714285714285587,0.01467772814294821,0.005690221978001064,0.007151370679380209,-0.002138057422113593,-0.0007415873322789146,0.007165890205169667,0.011235955056179803,-0.010090114834072406,0.00309679245343486,0.01178203240058906,-0.006062539885130835,-0.0027882891854211778,0.0007800312012480326,-0.0007875566056310124,-0.004131164471985582,0.001965280052407481,0.008285385500575337,0.011090224687667405,-0.00047092064987053206,-0.0014708586137157642,-0.012810272319167093,-0.024683338746346206,0.004833836858006091,-0.0021300334719545067,0.0008874426539475788,0.005993545412632528,0.0029850746268655914,0.0035460992907800915,0.00637135922330101,-0.0022995113538373246,0.002277824790537064,0.005094894682130535,0.0015199107942980294,-0.0032511514494716343,0.003696098562628425,0.001376997455686313,0.0018706574024585088,-0.0018754688672167896,-0.006304558680892303,0.004978662873399653,0.0044642857142858094
2019-12-30,-0.002456955138883221,-0.01811156725428642,-0.011483253588516762,-0.00735919164088894,0.003470729074871226,-0.007528860478659749,0.0020942203432956497,-0.007035709544670143,-0.002935010482180256,-0.006642066420664228,-0.004142011834319503,-0.004285277012549771,-0.008534277718210914,0.0021344933848725933,-0.005555555555555536,0.0036403488885823343,-0.0065772139786073325,-0.0009704027171275609,-0.008025682182985605,-0.008188536049530626,-0.00961288646401659,-0.001182266009852162,-0.0020741508944776,-0.02026806145799276,-0.010043369093814203,-0.008692078023441185,-0.015547703180212036,-0.0007365126127785171,0.0048661800486617945,-0.005494505494505475,0.013229104028863459,-0.006200447245375051,-0.0031032952922062096,-0.007332722273143855,-0.0014880952380952328,-0.012503397662408267,-0.0027132951462164323,-0.005473926822241459,-0.0066558246030267165,-0.009216533867382526,-0.0026305385975722295,0.0057080728458820396,-0.013093289689034338,-0.006875721141450075,-0.002400640170712176,-0.007140172867343142,0.0024402147388971063,-0.01273885350318471,-0.009444444444444478
2020-01-06,-0.01931556124253464,-0.016232169208066916,-0.0296870155002118,-0.005517283356401448,-0.0010808473700887333,-0.018712131477872873,-0.023824451410658254,-0.01564171122994651,-0.03931875525651807,-0.01461116342983837,-0.010101010101010055,-0.0030740854595757705,0.0020583603440162968,-0.010472176354977214,-0.0027932960893854997,-0.003627144815982697,0.002567253718064544,-0.011656143759106397,-0.022330097087378653,-0.02476842529198553,-0.008132214060860399,-0.007496547642533047,0.01247077162899446,-0.01468134801468135,-0.014065021904542285,-0.016492680368443424,-0.0004785833931562067,-0.01750506725631107,-0.018563332915594755,0.0030135610246107003,0.0005934718100890635,-0.018717397974838956,-0.011117698975054546,-0.013850415512465353,0.0029806259314455463,-0.026974951830443183,-0.009371221281741282,-0.018829663962920073,-0.016996221605560025,-0.018604707411521537,-0.018462187476224856,-0.012162162162162149,-0.01741293532338306,-0.010246401858254317,-0.027272727272727226,-0.012869038607115857,-0.0024342745861732906,-0.03870967741935483,-0.01346045989904654
2020-01-07,0.019828155981493678,0.01200000000000001,0.02726968427976484,0.011962552264263682,0.009954568367794403,0.0034358359111539283,0.0068508023241811156,0.01901398886323502,0.016852702998467972,0.0030158330313787562,0.009603841536614643,0.008633980881899372,0.024649859943977503,0.008071748878923701,0.014005602240896309,0.013469270057590466,0.031671159029649676,0.028009828009827986,0.02416418404501819,0.013008465826966686,0.022216344882306283,0.012522361359570633,0.008981267641775759,0.01862512698950214,0.006314312441534131,0.004033100980403992,0.021307158247546143,0.006564141035258819,0.0016447117041358261,0.017526289434151243,0.010083036773428145,0.0257452574525745,0.011542423759672626,0.003979400749063666,0.013372956909361022,0.007637906647807613,-0.0012206286237412822,0.006790670209624983,0.020615149138871525,0.01421800988995181,0.01012817761609397,0.012038303693570507,0.01223628691983114,0.019585829174182168,0.01621770203408457,0.0030674846625766694,0.02830649097120541,-0.001491424310216205,0.017055144968732172
2020-01-08,-0.012702511721281562,-0.020503952569169925,-0.020394891351292355,-0.01559015894508664,-0.01778448273719979,-0.01729151858944311,-0.009568360422196442,-0.008796481407437051,-0.013560051657339645,-0.006013530259565636,-0.008323424494649179,-0.009171507184347338,-0.024968084186201445,0.004982184684997781,-0.011049723756906049,-0.01041669949489521,0.0006531678641410466,-0.013862332695984692,-0.02068519715578543,-0.012026090501426778,-0.020439844760672732,-0.009030231645072662,-0.006358087487283837,-0.008976063829787218,-0.012316988147803909,-0.012050765765393767,-0.021565869667135473,-0.014160611142165047,-0.021346444566848866,-0.0059055118110236116,-0.018790369935408058,-0.010059953256782883,-0.0188203557282437,-0.009093028678013537,-0.0058651026392961825,-0.028635597978663663,-0.0015276504735716179,-0.01085043988269796,-0.01694090928044356,-0.021495299194772333,-0.0019439079045809882,-0.00513652338469861,-0.024593580658607728,-0.004116355791022208,-0.011360562618339176,-0.01911314984709478,0.007593735168486049,-0.01867064973861088,-0.013415315818893214
2020-01-09,0.006958103857202191,0.018663303909205453,0.013218750217460329,0.010093935716534164,0.011780091554067118,0.010452961672473782,0.05130953191859233,0.030926448836896547,0.046694305040366535,0.01613303601966476,0.0053956834532373765,0.016661524220919377,0.011588761965428684,0.013987295652984955,-0.025139664804469275,0.021234156371022328,0.018798987485721286,0.014057198254968428,0.02079207920792081,0.007220961419434735,0.007659799260433253,0.0261489698890649,0.019196314307653006,0.019792016101979115,0.011294117647058899,0.010699764884682939,0.001916626736943039,0.01171801171801179,0.03691272513081789,0.013201320132013139,0.028126870137642035,0.007390679531923627,0.02869653464119848,0.021647058823529353,0.017699115044247815,0.014739884393063507,0.014993880048959518,0.01008004743551738,0.009113524968153097,0.009551127523952374,0.006048130214470149,0.014945652173913082,0.02564102564102555,0.012124619900986788,0.010670314637482914,0.0072096648480124426,0.039566650965614736,0.009893455098934467,0.01643059490084986
2020-01-10,-0.0011734346989080713,0.023520673434018313,-0.00195694716242667,-0.0017229076619039718,-0.015955140343357654,-0.0031034272292564946,0.014498692887918718,-0.0005217164471109648,0.016885553470919357,-0.0017364812878560842,-0.0029815146094215317,-0.0021244309559939056,0.013303769401330268,0.010302013712500946,-0.014326647564469885,-0.008885729446106883,0.004997390129292123,-0.004780114722753304,0.002586485612673828,-0.006554690700532606,0.004980340760157187,-0.005984555984555939,-0.001004520341536863,-0.0006578947368420796,-0.004885993485342022,-0.00042342090752034434,-0.004782400765184103,0.00429665608070251,0.015372192975386723,-0.0032573289902280145,0.0093131548311991,-0.0016303240269003316,0.010718028321532236,0.00852141870105938,0.026086956521739202,0.003417829678154405,-0.009345794392523366,0.0014675667742882759,-0.007881773399014746,0.0026016739858325533,0.007642144066207335,0.00508701472556905,-0.0033333333333332993,-0.0008167710047091159,0.017866811044937814,0.012188044109112006,0.008155867693701913,-0.0007535795026375469,0.0033444816053511683
